timestamp_saved,timestamp,type,region_name,totalClients,totalClientsWithoutService,totalClientsWithService,percentageClientsWithoutService,percentageClientsWithService
07/22/2023 07:55 PM,07/22/2023 03:55 PM,region,Bayamon,216496,4528,211968,2.09,97.91
07/22/2023 07:55 PM,07/22/2023 03:55 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 07:55 PM,07/22/2023 03:55 PM,region,Caguas,250514,48,250466,0.02,99.98
07/22/2023 07:55 PM,07/22/2023 03:55 PM,region,Mayaguez,216605,81,216524,0.04,99.96
07/22/2023 07:55 PM,07/22/2023 03:55 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 07:55 PM,07/22/2023 03:55 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 08:00 PM,07/22/2023 04:00 PM,totals,,1468223,4729,1463494,0.32,99.68
07/22/2023 08:00 PM,07/22/2023 04:00 PM,region,Arecibo,177369,43,177326,0.02,99.98
07/22/2023 08:00 PM,07/22/2023 04:00 PM,region,Bayamon,216496,4533,211963,2.09,97.91
07/22/2023 08:00 PM,07/22/2023 04:00 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 08:00 PM,07/22/2023 04:00 PM,region,Caguas,250514,49,250465,0.02,99.98
07/22/2023 08:00 PM,07/22/2023 04:00 PM,region,Mayaguez,216605,81,216524,0.04,99.96
07/22/2023 08:00 PM,07/22/2023 04:00 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:00 PM,07/22/2023 04:00 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 08:02 PM,07/22/2023 04:00 PM,totals,,1468223,4729,1463494,0.32,99.68
07/22/2023 08:02 PM,07/22/2023 04:00 PM,region,Arecibo,177369,43,177326,0.02,99.98
07/22/2023 08:02 PM,07/22/2023 04:00 PM,region,Bayamon,216496,4533,211963,2.09,97.91
07/22/2023 08:02 PM,07/22/2023 04:00 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 08:02 PM,07/22/2023 04:00 PM,region,Caguas,250514,49,250465,0.02,99.98
07/22/2023 08:02 PM,07/22/2023 04:00 PM,region,Mayaguez,216605,81,216524,0.04,99.96
07/22/2023 08:02 PM,07/22/2023 04:00 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:02 PM,07/22/2023 04:00 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 08:05 PM,07/22/2023 04:05 PM,totals,,1468223,4762,1463461,0.32,99.68
07/22/2023 08:05 PM,07/22/2023 04:05 PM,region,Arecibo,177369,43,177326,0.02,99.98
07/22/2023 08:05 PM,07/22/2023 04:05 PM,region,Bayamon,216496,4536,211960,2.1,97.9
07/22/2023 08:05 PM,07/22/2023 04:05 PM,region,Carolina,141663,1,141662,0.0,100.0
07/22/2023 08:05 PM,07/22/2023 04:05 PM,region,Caguas,250514,49,250465,0.02,99.98
07/22/2023 08:05 PM,07/22/2023 04:05 PM,region,Mayaguez,216605,109,216496,0.05,99.95
07/22/2023 08:05 PM,07/22/2023 04:05 PM,region,Ponce,212508,21,212487,0.01,99.99
07/22/2023 08:05 PM,07/22/2023 04:05 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 08:10 PM,07/22/2023 04:10 PM,totals,,1468223,4763,1463460,0.32,99.68
07/22/2023 08:10 PM,07/22/2023 04:10 PM,region,Arecibo,177369,26,177343,0.01,99.99
07/22/2023 08:10 PM,07/22/2023 04:10 PM,region,Bayamon,216496,4542,211954,2.1,97.9
07/22/2023 08:10 PM,07/22/2023 04:10 PM,region,Carolina,141663,15,141648,0.01,99.99
07/22/2023 08:10 PM,07/22/2023 04:10 PM,region,Caguas,250514,49,250465,0.02,99.98
07/22/2023 08:10 PM,07/22/2023 04:10 PM,region,Mayaguez,216605,109,216496,0.05,99.95
07/22/2023 08:10 PM,07/22/2023 04:10 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:10 PM,07/22/2023 04:10 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 08:10 PM,07/22/2023 04:10 PM,totals,,1468223,4763,1463460,0.32,99.68
07/22/2023 08:10 PM,07/22/2023 04:10 PM,region,Arecibo,177369,26,177343,0.01,99.99
07/22/2023 08:10 PM,07/22/2023 04:10 PM,region,Bayamon,216496,4542,211954,2.1,97.9
07/22/2023 08:10 PM,07/22/2023 04:10 PM,region,Carolina,141663,15,141648,0.01,99.99
07/22/2023 08:10 PM,07/22/2023 04:10 PM,region,Caguas,250514,49,250465,0.02,99.98
07/22/2023 08:10 PM,07/22/2023 04:10 PM,region,Mayaguez,216605,109,216496,0.05,99.95
07/22/2023 08:10 PM,07/22/2023 04:10 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:10 PM,07/22/2023 04:10 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 08:15 PM,07/22/2023 04:15 PM,totals,,1468223,549,1467674,0.04,99.96
07/22/2023 08:15 PM,07/22/2023 04:15 PM,region,Arecibo,177369,26,177343,0.01,99.99
07/22/2023 08:15 PM,07/22/2023 04:15 PM,region,Bayamon,216496,325,216171,0.15,99.85
07/22/2023 08:15 PM,07/22/2023 04:15 PM,region,Carolina,141663,18,141645,0.01,99.99
07/22/2023 08:15 PM,07/22/2023 04:15 PM,region,Caguas,250514,49,250465,0.02,99.98
07/22/2023 08:15 PM,07/22/2023 04:15 PM,region,Mayaguez,216605,109,216496,0.05,99.95
07/22/2023 08:15 PM,07/22/2023 04:15 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:15 PM,07/22/2023 04:15 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 08:18 PM,07/22/2023 04:15 PM,totals,,1468223,549,1467674,0.04,99.96
07/22/2023 08:18 PM,07/22/2023 04:15 PM,region,Arecibo,177369,26,177343,0.01,99.99
07/22/2023 08:18 PM,07/22/2023 04:15 PM,region,Bayamon,216496,325,216171,0.15,99.85
07/22/2023 08:18 PM,07/22/2023 04:15 PM,region,Carolina,141663,18,141645,0.01,99.99
07/22/2023 08:18 PM,07/22/2023 04:15 PM,region,Caguas,250514,49,250465,0.02,99.98
07/22/2023 08:18 PM,07/22/2023 04:15 PM,region,Mayaguez,216605,109,216496,0.05,99.95
07/22/2023 08:18 PM,07/22/2023 04:15 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:18 PM,07/22/2023 04:15 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 08:20 PM,07/22/2023 04:20 PM,totals,,1468223,552,1467671,0.04,99.96
07/22/2023 08:20 PM,07/22/2023 04:20 PM,region,Arecibo,177369,26,177343,0.01,99.99
07/22/2023 08:20 PM,07/22/2023 04:20 PM,region,Bayamon,216496,328,216168,0.15,99.85
07/22/2023 08:20 PM,07/22/2023 04:20 PM,region,Carolina,141663,18,141645,0.01,99.99
07/22/2023 08:20 PM,07/22/2023 04:20 PM,region,Caguas,250514,49,250465,0.02,99.98
07/22/2023 08:20 PM,07/22/2023 04:20 PM,region,Mayaguez,216605,109,216496,0.05,99.95
07/22/2023 08:20 PM,07/22/2023 04:20 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:20 PM,07/22/2023 04:20 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 08:24 PM,07/22/2023 04:20 PM,totals,,1468223,552,1467671,0.04,99.96
07/22/2023 08:24 PM,07/22/2023 04:20 PM,region,Arecibo,177369,26,177343,0.01,99.99
07/22/2023 08:24 PM,07/22/2023 04:20 PM,region,Bayamon,216496,328,216168,0.15,99.85
07/22/2023 08:24 PM,07/22/2023 04:20 PM,region,Carolina,141663,18,141645,0.01,99.99
07/22/2023 08:24 PM,07/22/2023 04:20 PM,region,Caguas,250514,49,250465,0.02,99.98
07/22/2023 08:24 PM,07/22/2023 04:20 PM,region,Mayaguez,216605,109,216496,0.05,99.95
07/22/2023 08:24 PM,07/22/2023 04:20 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:24 PM,07/22/2023 04:20 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 08:25 PM,07/22/2023 04:25 PM,totals,,1468223,590,1467633,0.04,99.96
07/22/2023 08:25 PM,07/22/2023 04:25 PM,region,Arecibo,177369,26,177343,0.01,99.99
07/22/2023 08:25 PM,07/22/2023 04:25 PM,region,Bayamon,216496,364,216132,0.17,99.83
07/22/2023 08:25 PM,07/22/2023 04:25 PM,region,Carolina,141663,19,141644,0.01,99.99
07/22/2023 08:25 PM,07/22/2023 04:25 PM,region,Caguas,250514,49,250465,0.02,99.98
07/22/2023 08:25 PM,07/22/2023 04:25 PM,region,Mayaguez,216605,109,216496,0.05,99.95
07/22/2023 08:25 PM,07/22/2023 04:25 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:25 PM,07/22/2023 04:25 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 08:30 PM,07/22/2023 04:30 PM,totals,,1468223,593,1467630,0.04,99.96
07/22/2023 08:30 PM,07/22/2023 04:30 PM,region,Arecibo,177369,26,177343,0.01,99.99
07/22/2023 08:30 PM,07/22/2023 04:30 PM,region,Bayamon,216496,366,216130,0.17,99.83
07/22/2023 08:30 PM,07/22/2023 04:30 PM,region,Carolina,141663,20,141643,0.01,99.99
07/22/2023 08:30 PM,07/22/2023 04:30 PM,region,Caguas,250514,49,250465,0.02,99.98
07/22/2023 08:30 PM,07/22/2023 04:30 PM,region,Mayaguez,216605,109,216496,0.05,99.95
07/22/2023 08:30 PM,07/22/2023 04:30 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:30 PM,07/22/2023 04:30 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 08:31 PM,07/22/2023 04:30 PM,totals,,1468223,593,1467630,0.04,99.96
07/22/2023 08:31 PM,07/22/2023 04:30 PM,region,Arecibo,177369,26,177343,0.01,99.99
07/22/2023 08:31 PM,07/22/2023 04:30 PM,region,Bayamon,216496,366,216130,0.17,99.83
07/22/2023 08:31 PM,07/22/2023 04:30 PM,region,Carolina,141663,20,141643,0.01,99.99
07/22/2023 08:31 PM,07/22/2023 04:30 PM,region,Caguas,250514,49,250465,0.02,99.98
07/22/2023 08:31 PM,07/22/2023 04:30 PM,region,Mayaguez,216605,109,216496,0.05,99.95
07/22/2023 08:31 PM,07/22/2023 04:30 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:31 PM,07/22/2023 04:30 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 08:35 PM,07/22/2023 04:35 PM,totals,,1468223,576,1467647,0.04,99.96
07/22/2023 08:35 PM,07/22/2023 04:35 PM,region,Arecibo,177369,3,177366,0.0,100.0
07/22/2023 08:35 PM,07/22/2023 04:35 PM,region,Bayamon,216496,371,216125,0.17,99.83
07/22/2023 08:35 PM,07/22/2023 04:35 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 08:35 PM,07/22/2023 04:35 PM,region,Caguas,250514,49,250465,0.02,99.98
07/22/2023 08:35 PM,07/22/2023 04:35 PM,region,Mayaguez,216605,109,216496,0.05,99.95
07/22/2023 08:35 PM,07/22/2023 04:35 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:35 PM,07/22/2023 04:35 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 08:37 PM,07/22/2023 04:35 PM,totals,,1468223,576,1467647,0.04,99.96
07/22/2023 08:37 PM,07/22/2023 04:35 PM,region,Arecibo,177369,3,177366,0.0,100.0
07/22/2023 08:37 PM,07/22/2023 04:35 PM,region,Bayamon,216496,371,216125,0.17,99.83
07/22/2023 08:37 PM,07/22/2023 04:35 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 08:37 PM,07/22/2023 04:35 PM,region,Caguas,250514,49,250465,0.02,99.98
07/22/2023 08:37 PM,07/22/2023 04:35 PM,region,Mayaguez,216605,109,216496,0.05,99.95
07/22/2023 08:37 PM,07/22/2023 04:35 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:37 PM,07/22/2023 04:35 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 08:40 PM,07/22/2023 04:40 PM,totals,,1468223,577,1467646,0.04,99.96
07/22/2023 08:40 PM,07/22/2023 04:40 PM,region,Arecibo,177369,2,177367,0.0,100.0
07/22/2023 08:40 PM,07/22/2023 04:40 PM,region,Bayamon,216496,371,216125,0.17,99.83
07/22/2023 08:40 PM,07/22/2023 04:40 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 08:40 PM,07/22/2023 04:40 PM,region,Caguas,250514,50,250464,0.02,99.98
07/22/2023 08:40 PM,07/22/2023 04:40 PM,region,Mayaguez,216605,110,216495,0.05,99.95
07/22/2023 08:40 PM,07/22/2023 04:40 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:40 PM,07/22/2023 04:40 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 08:43 PM,07/22/2023 04:40 PM,totals,,1468223,577,1467646,0.04,99.96
07/22/2023 08:43 PM,07/22/2023 04:40 PM,region,Arecibo,177369,2,177367,0.0,100.0
07/22/2023 08:43 PM,07/22/2023 04:40 PM,region,Bayamon,216496,371,216125,0.17,99.83
07/22/2023 08:43 PM,07/22/2023 04:40 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 08:43 PM,07/22/2023 04:40 PM,region,Caguas,250514,50,250464,0.02,99.98
07/22/2023 08:43 PM,07/22/2023 04:40 PM,region,Mayaguez,216605,110,216495,0.05,99.95
07/22/2023 08:43 PM,07/22/2023 04:40 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:43 PM,07/22/2023 04:40 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 08:45 PM,07/22/2023 04:45 PM,totals,,1468223,582,1467641,0.04,99.96
07/22/2023 08:45 PM,07/22/2023 04:45 PM,region,Arecibo,177369,2,177367,0.0,100.0
07/22/2023 08:45 PM,07/22/2023 04:45 PM,region,Bayamon,216496,375,216121,0.17,99.83
07/22/2023 08:45 PM,07/22/2023 04:45 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 08:45 PM,07/22/2023 04:45 PM,region,Caguas,250514,51,250463,0.02,99.98
07/22/2023 08:45 PM,07/22/2023 04:45 PM,region,Mayaguez,216605,110,216495,0.05,99.95
07/22/2023 08:45 PM,07/22/2023 04:45 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:45 PM,07/22/2023 04:45 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 08:49 PM,07/22/2023 04:45 PM,totals,,1468223,582,1467641,0.04,99.96
07/22/2023 08:49 PM,07/22/2023 04:45 PM,region,Arecibo,177369,2,177367,0.0,100.0
07/22/2023 08:49 PM,07/22/2023 04:45 PM,region,Bayamon,216496,375,216121,0.17,99.83
07/22/2023 08:49 PM,07/22/2023 04:45 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 08:49 PM,07/22/2023 04:45 PM,region,Caguas,250514,51,250463,0.02,99.98
07/22/2023 08:49 PM,07/22/2023 04:45 PM,region,Mayaguez,216605,110,216495,0.05,99.95
07/22/2023 08:49 PM,07/22/2023 04:45 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:49 PM,07/22/2023 04:45 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 08:50 PM,07/22/2023 04:50 PM,totals,,1468223,708,1467515,0.05,99.95
07/22/2023 08:50 PM,07/22/2023 04:50 PM,region,Arecibo,177369,2,177367,0.0,100.0
07/22/2023 08:50 PM,07/22/2023 04:50 PM,region,Bayamon,216496,377,216119,0.17,99.83
07/22/2023 08:50 PM,07/22/2023 04:50 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 08:50 PM,07/22/2023 04:50 PM,region,Caguas,250514,175,250339,0.07,99.93
07/22/2023 08:50 PM,07/22/2023 04:50 PM,region,Mayaguez,216605,110,216495,0.05,99.95
07/22/2023 08:50 PM,07/22/2023 04:50 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:50 PM,07/22/2023 04:50 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 08:55 PM,07/22/2023 04:55 PM,totals,,1468223,708,1467515,0.05,99.95
07/22/2023 08:55 PM,07/22/2023 04:55 PM,region,Arecibo,177369,2,177367,0.0,100.0
07/22/2023 08:55 PM,07/22/2023 04:55 PM,region,Bayamon,216496,377,216119,0.17,99.83
07/22/2023 08:55 PM,07/22/2023 04:55 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 08:55 PM,07/22/2023 04:55 PM,region,Caguas,250514,175,250339,0.07,99.93
07/22/2023 08:55 PM,07/22/2023 04:55 PM,region,Mayaguez,216605,110,216495,0.05,99.95
07/22/2023 08:55 PM,07/22/2023 04:55 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 08:55 PM,07/22/2023 04:55 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 08:55 PM,07/22/2023 04:55 PM,totals,,1468223,1199,1467024,0.08,99.92
07/22/2023 08:55 PM,07/22/2023 04:55 PM,region,Arecibo,177369,2,177367,0.0,100.0
07/22/2023 08:55 PM,07/22/2023 04:55 PM,region,Bayamon,216496,866,215630,0.4,99.6
07/22/2023 08:55 PM,07/22/2023 04:55 PM,region,Carolina,141663,22,141641,0.02,99.98
07/22/2023 08:55 PM,07/22/2023 04:55 PM,region,Caguas,250514,175,250339,0.07,99.93
07/22/2023 08:55 PM,07/22/2023 04:55 PM,region,Mayaguez,216605,110,216495,0.05,99.95
07/22/2023 08:55 PM,07/22/2023 04:55 PM,region,Ponce,212508,20,212488,0.01,99.99
07/22/2023 08:55 PM,07/22/2023 04:55 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 09:00 PM,07/22/2023 05:00 PM,totals,,1468223,1200,1467023,0.08,99.92
07/22/2023 09:00 PM,07/22/2023 05:00 PM,region,Arecibo,177369,2,177367,0.0,100.0
07/22/2023 09:00 PM,07/22/2023 05:00 PM,region,Bayamon,216496,867,215629,0.4,99.6
07/22/2023 09:00 PM,07/22/2023 05:00 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 09:00 PM,07/22/2023 05:00 PM,region,Caguas,250514,177,250337,0.07,99.93
07/22/2023 09:00 PM,07/22/2023 05:00 PM,region,Mayaguez,216605,110,216495,0.05,99.95
07/22/2023 09:00 PM,07/22/2023 05:00 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 09:00 PM,07/22/2023 05:00 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 09:01 PM,07/22/2023 05:00 PM,totals,,1468223,1200,1467023,0.08,99.92
07/22/2023 09:01 PM,07/22/2023 05:00 PM,region,Arecibo,177369,2,177367,0.0,100.0
07/22/2023 09:01 PM,07/22/2023 05:00 PM,region,Bayamon,216496,867,215629,0.4,99.6
07/22/2023 09:01 PM,07/22/2023 05:00 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 09:01 PM,07/22/2023 05:00 PM,region,Caguas,250514,177,250337,0.07,99.93
07/22/2023 09:01 PM,07/22/2023 05:00 PM,region,Mayaguez,216605,110,216495,0.05,99.95
07/22/2023 09:01 PM,07/22/2023 05:00 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 09:01 PM,07/22/2023 05:00 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 09:05 PM,07/22/2023 05:05 PM,totals,,1468223,724,1467499,0.05,99.95
07/22/2023 09:05 PM,07/22/2023 05:05 PM,region,Arecibo,177369,2,177367,0.0,100.0
07/22/2023 09:05 PM,07/22/2023 05:05 PM,region,Bayamon,216496,382,216114,0.18,99.82
07/22/2023 09:05 PM,07/22/2023 05:05 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 09:05 PM,07/22/2023 05:05 PM,region,Caguas,250514,186,250328,0.07,99.93
07/22/2023 09:05 PM,07/22/2023 05:05 PM,region,Mayaguez,216605,110,216495,0.05,99.95
07/22/2023 09:05 PM,07/22/2023 05:05 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 09:05 PM,07/22/2023 05:05 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 09:08 PM,07/22/2023 05:05 PM,totals,,1468223,724,1467499,0.05,99.95
07/22/2023 09:08 PM,07/22/2023 05:05 PM,region,Arecibo,177369,2,177367,0.0,100.0
07/22/2023 09:08 PM,07/22/2023 05:05 PM,region,Bayamon,216496,382,216114,0.18,99.82
07/22/2023 09:08 PM,07/22/2023 05:05 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 09:08 PM,07/22/2023 05:05 PM,region,Caguas,250514,186,250328,0.07,99.93
07/22/2023 09:08 PM,07/22/2023 05:05 PM,region,Mayaguez,216605,110,216495,0.05,99.95
07/22/2023 09:08 PM,07/22/2023 05:05 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 09:08 PM,07/22/2023 05:05 PM,region,San Juan,253068,4,253064,0.0,100.0
07/22/2023 09:10 PM,07/22/2023 05:10 PM,totals,,1468223,698,1467525,0.05,99.95
07/22/2023 09:10 PM,07/22/2023 05:10 PM,region,Arecibo,177369,2,177367,0.0,100.0
07/22/2023 09:10 PM,07/22/2023 05:10 PM,region,Bayamon,216496,383,216113,0.18,99.82
07/22/2023 09:10 PM,07/22/2023 05:10 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 09:10 PM,07/22/2023 05:10 PM,region,Caguas,250514,186,250328,0.07,99.93
07/22/2023 09:10 PM,07/22/2023 05:10 PM,region,Mayaguez,216605,83,216522,0.04,99.96
07/22/2023 09:10 PM,07/22/2023 05:10 PM,region,Ponce,212508,20,212488,0.01,99.99
07/22/2023 09:10 PM,07/22/2023 05:10 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 09:15 PM,07/22/2023 05:15 PM,totals,,1468223,698,1467525,0.05,99.95
07/22/2023 09:15 PM,07/22/2023 05:15 PM,region,Arecibo,177369,2,177367,0.0,100.0
07/22/2023 09:15 PM,07/22/2023 05:15 PM,region,Bayamon,216496,383,216113,0.18,99.82
07/22/2023 09:15 PM,07/22/2023 05:15 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 09:15 PM,07/22/2023 05:15 PM,region,Caguas,250514,186,250328,0.07,99.93
07/22/2023 09:15 PM,07/22/2023 05:15 PM,region,Mayaguez,216605,83,216522,0.04,99.96
07/22/2023 09:15 PM,07/22/2023 05:15 PM,region,Ponce,212508,20,212488,0.01,99.99
07/22/2023 09:15 PM,07/22/2023 05:15 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 09:15 PM,07/22/2023 05:15 PM,totals,,1468223,698,1467525,0.05,99.95
07/22/2023 09:15 PM,07/22/2023 05:15 PM,region,Arecibo,177369,2,177367,0.0,100.0
07/22/2023 09:15 PM,07/22/2023 05:15 PM,region,Bayamon,216496,383,216113,0.18,99.82
07/22/2023 09:15 PM,07/22/2023 05:15 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 09:15 PM,07/22/2023 05:15 PM,region,Caguas,250514,186,250328,0.07,99.93
07/22/2023 09:15 PM,07/22/2023 05:15 PM,region,Mayaguez,216605,83,216522,0.04,99.96
07/22/2023 09:15 PM,07/22/2023 05:15 PM,region,Ponce,212508,20,212488,0.01,99.99
07/22/2023 09:15 PM,07/22/2023 05:15 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 09:20 PM,07/22/2023 05:20 PM,totals,,1468223,2688,1465535,0.18,99.82
07/22/2023 09:20 PM,07/22/2023 05:20 PM,region,Arecibo,177369,3,177366,0.0,100.0
07/22/2023 09:20 PM,07/22/2023 05:20 PM,region,Bayamon,216496,384,216112,0.18,99.82
07/22/2023 09:20 PM,07/22/2023 05:20 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 09:20 PM,07/22/2023 05:20 PM,region,Caguas,250514,186,250328,0.07,99.93
07/22/2023 09:20 PM,07/22/2023 05:20 PM,region,Mayaguez,216605,84,216521,0.04,99.96
07/22/2023 09:20 PM,07/22/2023 05:20 PM,region,Ponce,212508,20,212488,0.01,99.99
07/22/2023 09:20 PM,07/22/2023 05:20 PM,region,San Juan,253068,1990,251078,0.79,99.21
07/22/2023 09:21 PM,07/22/2023 05:20 PM,totals,,1468223,2688,1465535,0.18,99.82
07/22/2023 09:21 PM,07/22/2023 05:20 PM,region,Arecibo,177369,3,177366,0.0,100.0
07/22/2023 09:21 PM,07/22/2023 05:20 PM,region,Bayamon,216496,384,216112,0.18,99.82
07/22/2023 09:21 PM,07/22/2023 05:20 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 09:21 PM,07/22/2023 05:20 PM,region,Caguas,250514,186,250328,0.07,99.93
07/22/2023 09:21 PM,07/22/2023 05:20 PM,region,Mayaguez,216605,84,216521,0.04,99.96
07/22/2023 09:21 PM,07/22/2023 05:20 PM,region,Ponce,212508,20,212488,0.01,99.99
07/22/2023 09:21 PM,07/22/2023 05:20 PM,region,San Juan,253068,1990,251078,0.79,99.21
07/22/2023 09:25 PM,07/22/2023 05:25 PM,totals,,1468223,446,1467777,0.03,99.97
07/22/2023 09:25 PM,07/22/2023 05:25 PM,region,Arecibo,177369,4,177365,0.0,100.0
07/22/2023 09:25 PM,07/22/2023 05:25 PM,region,Bayamon,216496,119,216377,0.05,99.95
07/22/2023 09:25 PM,07/22/2023 05:25 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 09:25 PM,07/22/2023 05:25 PM,region,Caguas,250514,197,250317,0.08,99.92
07/22/2023 09:25 PM,07/22/2023 05:25 PM,region,Mayaguez,216605,83,216522,0.04,99.96
07/22/2023 09:25 PM,07/22/2023 05:25 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 09:25 PM,07/22/2023 05:25 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 09:27 PM,07/22/2023 05:25 PM,totals,,1468223,446,1467777,0.03,99.97
07/22/2023 09:27 PM,07/22/2023 05:25 PM,region,Arecibo,177369,4,177365,0.0,100.0
07/22/2023 09:27 PM,07/22/2023 05:25 PM,region,Bayamon,216496,119,216377,0.05,99.95
07/22/2023 09:27 PM,07/22/2023 05:25 PM,region,Carolina,141663,21,141642,0.01,99.99
07/22/2023 09:27 PM,07/22/2023 05:25 PM,region,Caguas,250514,197,250317,0.08,99.92
07/22/2023 09:27 PM,07/22/2023 05:25 PM,region,Mayaguez,216605,83,216522,0.04,99.96
07/22/2023 09:27 PM,07/22/2023 05:25 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 09:27 PM,07/22/2023 05:25 PM,region,San Juan,253068,3,253065,0.0,100.0
07/22/2023 09:30 PM,07/22/2023 05:30 PM,totals,,1468223,417,1467806,0.03,99.97
07/22/2023 09:30 PM,07/22/2023 05:30 PM,region,Arecibo,177369,4,177365,0.0,100.0
07/22/2023 09:30 PM,07/22/2023 05:30 PM,region,Bayamon,216496,90,216406,0.04,99.96
07/22/2023 09:30 PM,07/22/2023 05:30 PM,region,Carolina,141663,22,141641,0.02,99.98
07/22/2023 09:30 PM,07/22/2023 05:30 PM,region,Caguas,250514,197,250317,0.08,99.92
07/22/2023 09:30 PM,07/22/2023 05:30 PM,region,Mayaguez,216605,83,216522,0.04,99.96
07/22/2023 09:30 PM,07/22/2023 05:30 PM,region,Ponce,212508,19,212489,0.01,99.99
07/22/2023 09:30 PM,07/22/2023 05:30 PM,region,San Juan,253068,2,253066,0.0,100.0
